tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stemmed_tweet,cleaned_s
"@USER @USER Let's focus on Kavanaugh. Bringing up other cases to make an argument about hypocrisy is irrelevant. It's like saying, Let's not investigate this bank robbery because liberals have robbed other banks."" Try to focus.""",1,1,1,"['let', 'us', 'focus', 'kavanaugh', 'bringing', 'cases', 'make', 'argument', 'hypocrisy', 'irrelevant', 'like', 'saying', 'let', 'us', 'investigate', 'bank', 'robbery', 'liberals', 'robbed', 'banks', 'try', 'focus']","['let', 'us', 'focu', 'kavanaugh', 'bring', 'case', 'make', 'argument', 'hypocrisi', 'irrelev', 'like', 'say', 'let', 'us', 'investig', 'bank', 'robberi', 'liber', 'rob', 'bank', 'tri', 'focu']",let us focus kavanaugh bringing cases make argument hypocrisy irrelevant like saying let us investigate bank robbery liberals robbed banks try focus
#prouduncle 😍 she is the finest cheerleader of them all💙 te amo stinky butt💝 URL,1,1,0,"['prouduncle', 'finest', 'cheerleader', 'te', 'amo', 'stinky', 'butt']","['prouduncl', 'finest', 'cheerlead', 'te', 'amo', 'stinki', 'butt']",prouduncle finest cheerleader te amo stinky butt
@USER @USER what is this shit right over here? I also showed to my polish friends and they are quite triggered,1,1,2,"['shit', 'right', 'also', 'showed', 'polish', 'friends', 'quite', 'triggered']","['shit', 'right', 'also', 'show', 'polish', 'friend', 'quit', 'trigger']",shit right also showed polish friends quite triggered
@USER @USER @USER Oh and higher unemployment and witch hunts and lynch mobs and antifa communist parades ...you can have all that shit and let Hollywood decide how you feel.,1,1,2,"['oh', 'higher', 'unemployment', 'witch', 'hunts', 'lynch', 'mobs', 'antifa', 'communist', 'parades', 'shit', 'let', 'hollywood', 'decide', 'feel']","['oh', 'higher', 'unemploy', 'witch', 'hunt', 'lynch', 'mob', 'antifa', 'communist', 'parad', 'shit', 'let', 'hollywood', 'decid', 'feel']",oh higher unemployment witch hunts lynch mobs antifa communist parades shit let hollywood decide feel
@USER EVERYTHING is an issue with Muslims..go live in another country like Iran..,1,1,1,"['everything', 'issue', 'muslimsgo', 'live', 'another', 'country', 'like', 'iran']","['everyth', 'issu', 'muslimsgo', 'live', 'anoth', 'countri', 'like', 'iran']",everything issue muslimsgo live another country like iran
@USER @USER @USER @USER @USER I did not admit anything! Read my Tweet again please! English is my 3rd language but I am rather good at it! Antifa are the Nazis! They can name them self the Messiah they would still be thugs fighting against freedom and free speach! BTW free speach is not hate speach. Man up!,1,1,1,"['admit', 'anything', 'read', 'tweet', 'please', 'english', 'language', 'rather', 'good', 'antifa', 'nazis', 'name', 'self', 'messiah', 'would', 'still', 'thugs', 'fighting', 'freedom', 'free', 'speach', 'btw', 'free', 'speach', 'hate', 'speach', 'man']","['admit', 'anyth', 'read', 'tweet', 'pleas', 'english', 'languag', 'rather', 'good', 'antifa', 'nazi', 'name', 'self', 'messiah', 'would', 'still', 'thug', 'fight', 'freedom', 'free', 'speach', 'btw', 'free', 'speach', 'hate', 'speach', 'man']",admit anything read tweet please english language rather good antifa nazis name self messiah would still thugs fighting freedom free speach btw free speach hate speach man
@USER Holder was held in contempt of congress. Why isn't in prison for Fast and Furious? How about for murder?,1,1,0,"['holder', 'held', 'contempt', 'congress', 'prison', 'fast', 'furious', 'murder']","['holder', 'held', 'contempt', 'congress', 'prison', 'fast', 'furiou', 'murder']",holder held contempt congress prison fast furious murder
@USER EXPOSE these demons violating our Constitution with violence &amp; threats to run govt instead of winning at the polls! Name them domestic terrorists &amp; jail them all.,1,1,1,"['expose', 'demons', 'violating', 'constitution', 'violence', 'amp', 'threats', 'run', 'govt', 'instead', 'winning', 'polls', 'name', 'domestic', 'terrorists', 'amp', 'jail']","['expos', 'demon', 'violat', 'constitut', 'violenc', 'amp', 'threat', 'run', 'govt', 'instead', 'win', 'poll', 'name', 'domest', 'terrorist', 'amp', 'jail']",expose demons violating constitution violence amp threats run govt instead winning polls name domestic terrorists amp jail
@USER 😅😅😅😅😅😅😅😅😅 gun control fun a statue of a stupid child under a desk are going to change peoples if that is the case they are stupid because i for will not give up my firearms or free speech or my rights to no one or no government! Fuck you!,1,1,0,"['gun', 'control', 'fun', 'statue', 'stupid', 'child', 'desk', 'going', 'change', 'peoples', 'case', 'stupid', 'give', 'firearms', 'free', 'speech', 'rights', 'one', 'government', 'fuck']","['gun', 'control', 'fun', 'statu', 'stupid', 'child', 'desk', 'go', 'chang', 'peopl', 'case', 'stupid', 'give', 'firearm', 'free', 'speech', 'right', 'one', 'govern', 'fuck']",gun control fun statue stupid child desk going change peoples case stupid give firearms free speech rights one government fuck
@USER @USER @USER Republicans platform   -take away healthcare -harm the environment  -take away children -take away women’s rights -do not believe in rule of law -voter suppression  -gerrymandering  -take away social security  -no limits to gun control -explodes the budget  #VoteBlue2018,1,1,2,"['republicans', 'platform', 'take', 'away', 'healthcare', 'harm', 'environment', 'take', 'away', 'children', 'take', 'away', 'womens', 'rights', 'believe', 'rule', 'law', 'voter', 'suppression', 'gerrymandering', 'take', 'away', 'social', 'security', 'limits', 'gun', 'control', 'explodes', 'budget']","['republican', 'platform', 'take', 'away', 'healthcar', 'harm', 'environ', 'take', 'away', 'children', 'take', 'away', 'women', 'right', 'believ', 'rule', 'law', 'voter', 'suppress', 'gerrymand', 'take', 'away', 'social', 'secur', 'limit', 'gun', 'control', 'explod', 'budget']",republicans platform take away healthcare harm environment take away children take away womens rights believe rule law voter suppression gerrymandering take away social security limits gun control explodes budget
@USER @USER Then maybe we can talk about the double standards between liberals and conservatives at @USER Somebody is always a victim.,1,1,1,"['maybe', 'talk', 'double', 'standards', 'liberals', 'conservatives', 'somebody', 'always', 'victim']","['mayb', 'talk', 'doubl', 'standard', 'liber', 'conserv', 'somebodi', 'alway', 'victim']",maybe talk double standards liberals conservatives somebody always victim
#QAnon @USER #MAGA   For those who think nothing is happening! URL,1,1,0,"['qanon', 'maga', 'think', 'nothing', 'happening']","['qanon', 'maga', 'think', 'noth', 'happen']",qanon maga think nothing happening
Rosenstein’s 300 Attorneys ‘Helped’ Vet Kavanaugh – Now Sexual Abuse Charges URL which go back to his highschool days  and can't be proven &amp; Named witness DENIES  #Pathetic #ConfirmKavanaugh #PJNET #CCOT #maga #KAG2018 #Trump2020 #NoMoreProgressiveLiberals,1,1,1,"['rosensteins', 'attorneys', 'helped', 'vet', 'kavanaugh', 'sexual', 'abuse', 'charges', 'go', 'back', 'highschool', 'days', 'proven', 'amp', 'named', 'witness', 'denies', 'pathetic', 'confirmkavanaugh', 'pjnet', 'ccot', 'maga', 'nomoreprogressiveliberals']","['rosenstein', 'attorney', 'help', 'vet', 'kavanaugh', 'sexual', 'abus', 'charg', 'go', 'back', 'highschool', 'day', 'proven', 'amp', 'name', 'wit', 'deni', 'pathet', 'confirmkavanaugh', 'pjnet', 'ccot', 'maga', 'nomoreprogressiveliber']",rosensteins attorneys helped vet kavanaugh sexual abuse charges go back highschool days proven amp named witness denies pathetic confirmkavanaugh pjnet ccot maga nomoreprogressiveliberals
@USER Has any ex Obama administration personal not yet?  See a pattern here folks!  Their actually doing this publicly. The msm is their partner in this treason.  It’s a attempted coup d'etat!!!,1,0,-1,"['ex', 'obama', 'administration', 'personal', 'yet', 'see', 'pattern', 'folks', 'actually', 'publicly', 'msm', 'partner', 'treason', 'attempted', 'coup', 'detat']","['ex', 'obama', 'administr', 'person', 'yet', 'see', 'pattern', 'folk', 'actual', 'publicli', 'msm', 'partner', 'treason', 'attempt', 'coup', 'detat']",ex obama administration personal yet see pattern folks actually publicly msm partner treason attempted coup detat
@USER Fuck u,1,1,0,"['fuck', 'u']","['fuck', 'u']",fuck u
@USER Niggaz buying pussy bitches trying to buy love...,1,1,1,"['niggaz', 'buying', 'pussy', 'bitches', 'trying', 'buy', 'love']","['niggaz', 'buy', 'pussi', 'bitch', 'tri', 'buy', 'love']",niggaz buying pussy bitches trying buy love
@USER @USER I'm also a Prohibited Possessor thanks to Obama and his every soldier has  PTSD crazy administration.Can't get life insurance either.Still support the NRA and the work they do for gun rights.Hoping Trump will fix the wrongs of labeling veterans as a means to back-door gun control,1,1,0,"['also', 'prohibited', 'possessor', 'thanks', 'obama', 'every', 'soldier', 'ptsd', 'crazy', 'administrationcannot', 'get', 'life', 'insurance', 'eitherstill', 'support', 'nra', 'work', 'gun', 'rightshoping', 'trump', 'fix', 'wrongs', 'labeling', 'veterans', 'means', 'backdoor', 'gun', 'control']","['also', 'prohibit', 'possessor', 'thank', 'obama', 'everi', 'soldier', 'ptsd', 'crazi', 'administrationcannot', 'get', 'life', 'insur', 'eitherstil', 'support', 'nra', 'work', 'gun', 'rightshop', 'trump', 'fix', 'wrong', 'label', 'veteran', 'mean', 'backdoor', 'gun', 'control']",also prohibited possessor thanks obama every soldier ptsd crazy administrationcannot get life insurance eitherstill support nra work gun rightshoping trump fix wrongs labeling veterans means backdoor gun control
@USER Does not suffer fools and has seen enough shit to last nine lives.,1,1,2,"['suffer', 'fools', 'seen', 'enough', 'shit', 'last', 'nine', 'lives']","['suffer', 'fool', 'seen', 'enough', 'shit', 'last', 'nine', 'live']",suffer fools seen enough shit last nine lives
"@USER GOP, Conservatives, Evangelicals, Traditionalists"" Catholics are all hypocrites.""",1,1,2,"['gop', 'conservatives', 'evangelicals', 'traditionalists', 'catholics', 'hypocrites']","['gop', 'conserv', 'evangel', 'traditionalist', 'cathol', 'hypocrit']",gop conservatives evangelicals traditionalists catholics hypocrites
@USER @USER LMAO....YOU SUCK NFL,1,1,2,"['lmaoyou', 'suck', 'nfl']","['lmaoyou', 'suck', 'nfl']",lmaoyou suck nfl
"@USER @USER @USER Well, they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine""  C'mon are you chicken?""",1,1,0,"['well', 'cut', 'pages', 'replace', 'saying', 'everyone', 'needs', 'chlorine', 'cmon', 'chicken']","['well', 'cut', 'page', 'replac', 'say', 'everyon', 'need', 'chlorin', 'cmon', 'chicken']",well cut pages replace saying everyone needs chlorine cmon chicken
@USER Believe the woman.  What person would volunteer for the shit show she is about to experience if it weren’t true.  I stand in solidarity with Christine Blasey Ford.,1,1,0,"['believe', 'woman', 'person', 'would', 'volunteer', 'shit', 'show', 'experience', 'werent', 'true', 'stand', 'solidarity', 'christine', 'blasey', 'ford']","['believ', 'woman', 'person', 'would', 'volunt', 'shit', 'show', 'experi', 'werent', 'true', 'stand', 'solidar', 'christin', 'blasey', 'ford']",believe woman person would volunteer shit show experience werent true stand solidarity christine blasey ford
@USER All communist Democrat socialists are bad humans.,1,1,1,"['communist', 'democrat', 'socialists', 'bad', 'humans']","['communist', 'democrat', 'socialist', 'bad', 'human']",communist democrat socialists bad humans
@USER Hmmm...they piss off the portion of the population that actually supported football and are shocked their numbers took a nose dive?  Shocking!,1,1,0,"['hmmmthey', 'piss', 'portion', 'population', 'actually', 'supported', 'football', 'shocked', 'numbers', 'took', 'nose', 'dive', 'shocking']","['hmmmthey', 'piss', 'portion', 'popul', 'actual', 'support', 'footbal', 'shock', 'number', 'took', 'nose', 'dive', 'shock']",hmmmthey piss portion population actually supported football shocked numbers took nose dive shocking
*Gets Period* You are the cause of my 𝓭𝔂𝓼𝓹𝓱𝓸𝓻𝓲𝓪,1,1,0,"['gets', 'period', 'cause']","['get', 'period', 'caus']",gets period cause
@USER Thus far the only people getting shot and kicked out of places are conservatives. #MAGA #WalkAway #ConfirmKavanaugh,1,1,1,"['thus', 'far', 'people', 'getting', 'shot', 'kicked', 'places', 'conservatives', 'maga', 'walkaway', 'confirmkavanaugh']","['thu', 'far', 'peopl', 'get', 'shot', 'kick', 'place', 'conserv', 'maga', 'walkaway', 'confirmkavanaugh']",thus far people getting shot kicked places conservatives maga walkaway confirmkavanaugh
@USER Yeah I'll not take my gun control policy advice from a Jean's company. Beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell a part,1,1,1,"['yeah', 'take', 'gun', 'control', 'policy', 'advice', 'jeans', 'company', 'beyond', 'trumps', 'die', 'hard', 'almost', 'enough', 'snowflakes', 'claim', 'dislike', 'hard', 'tell', 'part']","['yeah', 'take', 'gun', 'control', 'polici', 'advic', 'jean', 'compani', 'beyond', 'trump', 'die', 'hard', 'almost', 'enough', 'snowflak', 'claim', 'dislik', 'hard', 'tell', 'part']",yeah take gun control policy advice jeans company beyond trumps die hard almost enough snowflakes claim dislike hard tell part
#YESonKavanaugh Yes because it is the right thing to do Yes because conservatives are in power Yes because Democrats are miserable humans Yes because we are sick and tired of the tantrums from the Democrats Yes because they FREAKING LOST THE ELECTION! Please add more reasons!!!!,1,1,1,"['yesonkavanaugh', 'yes', 'right', 'thing', 'yes', 'conservatives', 'power', 'yes', 'democrats', 'miserable', 'humans', 'yes', 'sick', 'tired', 'tantrums', 'democrats', 'yes', 'freaking', 'lost', 'election', 'please', 'add', 'reasons']","['yesonkavanaugh', 'ye', 'right', 'thing', 'ye', 'conserv', 'power', 'ye', 'democrat', 'miser', 'human', 'ye', 'sick', 'tire', 'tantrum', 'democrat', 'ye', 'freak', 'lost', 'elect', 'pleas', 'add', 'reason']",yesonkavanaugh yes right thing yes conservatives power yes democrats miserable humans yes sick tired tantrums democrats yes freaking lost election please add reasons
#Manitoba - #NDP leader Wab Kinew on the #carbontax URL Are you proud of yourselves @USER and @USER You allow the NDP to come at you from the right? You're all as insane as the #Trudeau #Liberals #Winnipeg #Canada #MBpoli,1,1,2,"['manitoba', 'ndp', 'leader', 'wab', 'kinew', 'carbontax', 'proud', 'allow', 'ndp', 'come', 'right', 'insane', 'trudeau', 'liberals', 'winnipeg', 'canada', 'mbpoli']","['manitoba', 'ndp', 'leader', 'wab', 'kinew', 'carbontax', 'proud', 'allow', 'ndp', 'come', 'right', 'insan', 'trudeau', 'liber', 'winnipeg', 'canada', 'mbpoli']",manitoba ndp leader wab kinew carbontax proud allow ndp come right insane trudeau liberals winnipeg canada mbpoli
"@USER HAHAHAHAHAHAHAHA!!! She may need to change her strategy. Acting like a spoiled child... throwing a tantrum and showing the world what a sore loser she is... on national television... isn't a great way to improve how anyone"" is viewed.""",1,1,0,"['hahahahahahahaha', 'may', 'need', 'change', 'strategy', 'acting', 'like', 'spoiled', 'child', 'throwing', 'tantrum', 'showing', 'world', 'sore', 'loser', 'national', 'television', 'great', 'way', 'improve', 'anyone', 'viewed']","['hahahahahahahaha', 'may', 'need', 'chang', 'strategi', 'act', 'like', 'spoil', 'child', 'throw', 'tantrum', 'show', 'world', 'sore', 'loser', 'nation', 'televis', 'great', 'way', 'improv', 'anyon', 'view']",hahahahahahahaha may need change strategy acting like spoiled child throwing tantrum showing world sore loser national television great way improve anyone viewed
