sentence	label
suppose think way liberals attacked sarah palin courageous also another hypocrite	1
remind antifa ratbags	1
want affordable health care everyone liberals want badly willing change facts produce theory false science correct thing change theory accommodate facts science	0
great wish moved slot tucker	0
almost years ago something changed gun control discussed nra nra went backing gun control americas powerful lobby group	0
liberals putting politics ahead economy never	0
probably say fuck	1
eric opens door runs couch fuck yeah	1
maybe	0
ppl say racist racist racist repeat	0
yeah let us get gun control piece white male americans stop shooting places protect americans	0
roy moore allegations far distant past bezos bunny satire drellenbrandt maga dr melissa bunny via medium tells us beyond grave years ago jeff bezos put hands cut head cooked hasenpfeffer dinner	1
liberals stand	0
murder gun deaths states strictest gun control ignorant fact make	1
full shit sweetie	1
course son	0
eric fast n furious holder	0
liberals sexualize everything	0
guy invited speak mccain funeral nevertrump ers sick antifa	0
needed brains sidewalk	0
thank jourdan amp hayley literally dms speak still hasnt wished happy birthday fake mom	0
thats shaq silver back looking ass	1
accounts antifa twins try twist usual game	0
liberals games	0
awesome love hearing destroy liberals trudeau	1
shit gon keep crib lol fuck	1
trump could get liberals scream bloody hell open transparency	1
billions dollars spent new plants around country someone maga side please point new plants currently construction false understand	0
keith talk antifa amp support	0
like fuckin cool hold horses freckles ohhhjhhh god	0
democratic always use race divide americans conservatives done see color democrats see color discussing	1
angel much love	0
shes class act isnt kim	0
lmao	0
know death threat resistantifa tactic	0
harry potter reunion ariana happy safe love happiness friends gun control notice follow meee cure cancer please bye anxiety lion get rid depression hug lion	0
spot speedy always victim things arent going way far cry grafs sport even though stats suggest one greats	0
liberals never see genuine leader trying portrait didnt struggle qualifications son az ap wese bahut ethics aur morality ko promote krty hn ppp pe aa k sary liberals	0
patriot according left	0
	0
every identity deals rep differently say conservatives ostracized canadian campuses views pretty dumb never seen conservative booth uni society expo let alone even try organize something conservative	0
betty think women handed character assassination bomb destroy men liberals feminists would hate know women represent wait years report	1
nothing stolen crybaby liberals didnt get wanted theyve throwing temper tantrums years	1
amp may need end stigma living bampb allowing councils build affordable social housing	0
exactly	0
susan collins puzzling kavanaugh allegation came late tcot maga rednationrising	0
wont happen comfortable twitting golden throne toilet us	1
plz get follow cause love much first person like ur vid	0
frightening	0
suspected derailing judge kavanaughs confirmation conservative adhere constitution law hes activist judge want	0
day character deserves love wen ning beautiful innocent person deserves love world personality adorable gives need protect adopt	0
friend ordered pair levis called cancel gun control wow getting wild	0
six yearold tweet account control referencing previous time slot refers bloombergs call gun control mine michael bloomberg	0
woman uhwasnt opponent womannot getting ill formed point	0
black people need white liberals like keep turning violence based things perceive offensive	0
never gave information said anything ended true likely cause producing w hes allowed share info	0
marry steven baldwins daughter sporting maga hat time	0
everyone home taking knee nfl	0
issue antifa	0
different opinion better gun control law looks like one case illegal alien right involved case americans rights u tell difference american rights amp illegal aliens	0
happens allow employees destroy brand americans never choose football flag always stand	0
know tescos stance gun control	0
sounds like plan	0
oh tag jack	0
liberals insist trying control everyone america insist us work hard money give people liberal millionaires keep millions forcing give away every dime make	0
another tool toolbox inanimate object unless animate gun control need mental health control	0
fruits comes mouth liar deceiver definitely catholic likes reform church image	1
embraced antifa career killer	1
hell would want gun control think trumps tyrant	0
liberals believe constitution ultra leftists	0
fuck	1
think race looks biden liberals put strategic defensive cts claim electronically lynched played race card liberals folded like cheap suits gopers care	0
